prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
chrionomid larvae_and_pupae,larvae/pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chrionomid,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
choroterpes,unknown,Animalia,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chonchostraca,unknown,Animalia,Branchiopoda,Diplostraca,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chlorophyta,unknown,Viridiplantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
chlorophyceae,unknown,Plantae,Chlorophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
chloroperla torrentium,unknown,Animalia,Insecta,Plecoptera,Chloroperlidae,Siphonoperla torrentium,NA,Arthropoda,NA,NA,NA,NA,aquatic
chloroperla sp,unknown,Animalia,Insecta,Plecoptera,Chloroperlidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chlorella,unknown,Viridiplantae,Trebouxiophyceae,Chlorellales,Chlorellaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic or terrestrial
chlorangium sp,unknown,Plantae,Chlorophyceae,Volvocales,Chlamydomonadaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
chlamydomyxa sp,unknown,Chromista,Picophagea,Chlamydomyxales,Chlamydomyxaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
chironormus pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironormis pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chirononus larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomus_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomus sp,unknown,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomus pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomus modestus_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Chironomus modestus,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomus larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomus eggs,eggs,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomus egg,eggs,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomus,unknown,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomous pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomous larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomini n_det,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironominae,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomids,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae_pupae,pupae,Metazoa,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae_nonadult,adults,Metazoa,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae_adults,adults,Metazoa,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae pupae_and_adult,adults/pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae pupa,pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae puapae_and_adult,adults/pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae n_det,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae larvae_and_pupae,larvae/pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae larvae_27,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae larvae_26,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae larva,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae adults,adults,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae adult,adults,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae 45,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae 43,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae 32,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidae,unknown,Metazoa,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
Chironomidae,pupae,Animalia,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
chironomidade larvae_and_pupae,larvae/pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomidac larvae_and_pupae,larvae/pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomid_pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
chironomid_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
chironomid_adults,adults,Animalia,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
chironomid tube_remains,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomid pupal_skins,pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomid pupae_and_larvae,larvae/pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomid pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomid larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomid larva,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironomid adult,adults,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironoinicl_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chironamus modestus_pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,Chironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
chiromomidae larvae_and_pupae,larvae/pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chiromomidae adults,adults,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chimarrha aterrima_larvae,larvae,Animalia,Insecta,Trichoptera,Philopotamidae,Chimarra aterrima,NA,Arthropoda,NA,NA,NA,NA,aquatic
chimarra,unknown,Animalia,Insecta,Trichoptera,Philopotamidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chiloglanis,unknown,Animalia,Actinopterygii,Siluriformes,Mochokidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Cheumatopsyche,unknown,Metazoa,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cheumatopsyche,unknown,Animalia,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chelostomoides,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cheirodontinae,unknown,Metazoa,Actinopterygii,Characiformes,Characidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
cheirodon_notomefas,unknown,Metazoa,Actinopterygii,Characiformes,Characidae,Serrapinnus notomelas,NA,Chordata,NA,NA,NA,NA,aquatic
characium sp,unknown,Plantae,Chlorophyceae,Sphaeropleales,Characiaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
characiforms,unknown,Animalia,Actinopterygii,Characiformes,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
characiformes_characidae,unknown,Metazoa,Actinopterygii,Characiformes,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
characidium_fasciatum,unknown,Metazoa,Actinopterygii,Characiformes,Crenuchidae,Characidium fasciatum,NA,Chordata,NA,NA,NA,NA,aquatic
characidae,unknown,Animalia,Teleostei,Characiformes,Characidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
chara,unknown,Plantae,Charophyceae,Charales,Characeae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
char eggs,eggs,Animalia,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
chaoborus sp_pupae,pupae,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoborus sp_larvae,larvae,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoborus sp,unknown,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoborus larvae,larvae,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoborus,unknown,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoborids,unknown,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoboridae larvae,larvae,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoboridae adult,adults,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoboridae,unknown,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chaoborid,unknown,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
channidae,unknown,Animalia,Teleostei,Perciformes,Channidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
channa striata,unknown,Animalia,Actinopterygii,Perciformes,Channidae,Channa striata,NA,Chordata,NA,NA,NA,NA,aquatic
channa spp,unknown,Animalia,Actinopterygii,Perciformes,Channidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
chaleidinidae,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
chaetopoda,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
chaetophora sp,unknown,Plantae,Chlorophyceae,Chaetophorales,Chaetophoraceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
chaetophora,unknown,Plantae,Chlorophyceae,Chaetophorales,Chaetophoraceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
ch oroperla_sp,unknown,Animalia,Insecta,Plecoptera,Chloroperlidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cestoda,unknown,Metazoa,Cestoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
ceriodaphnia sp,unknown,Animalia,Branchiopoda,Diplostraca,Daphniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceriodaphnia,unknown,Animalia,Branchiopoda,Diplostraca,Daphniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cercopidae,unknown,Animalia,Insecta,Hemiptera,Cercopidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
Cercobrachys,unknown,Metazoa,Insecta,Lepidoptera,Crambidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
ceratopopogonidae,unknown,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceratopogonide,unknown,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceratopogonidae pupa,pupae,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceratopogonidae larvae,larvae,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceratopogonidae larva,larvae,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceratopogonidae and_chironomidae_larvae,larvae,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceratopogonidae,unknown,Metazoa,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
ceratopogonid larvae,larvae,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceratopogoniae larvae,larvae,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ceratapogonidae,unknown,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cerambycidae,unknown,Animalia,Insecta,Coleoptera,Cerambycidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cephalopods,unknown,Metazoa,Cephalopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
centroptilum,unknown,Animalia,Insecta,Ephemeroptera,Baetidae,Centroptilum sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
centritractus sp,unknown,Chromista,Xanthophyceae,Mischococcales,Centritractaceae,Centritractus sp.,NA,Ochrophyta,NA,NA,NA,NA,aquatic
Centrarchids,unknown,Animalia,Actinopterygii,Perciformes,Centrarchidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Centrarchidae,unknown,Animalia,Teleostei,Perciformes,Centrarchidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
centrarchidae,unknown,Animalia,Teleostei,Perciformes,Centrarchidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
centipedes,unknown,Animalia,Chilopoda,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
catostomus cominersonii,unknown,Animalia,Actinopterygii,Cypriniformes,Catostomidae,Catostomus commersonii,NA,Chordata,NA,NA,NA,NA,aquatic
catfish fry,juvenile,Animalia,Actinopterygii,Siluriformes,NA,NA,NA,NA,Osteichthyes,NA,NA,NA,aquatic
castanophlebia,unknown,Animalia,Insecta,Ephemeroptera,Leptophlebiidae,Castanophlebia sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
Carpoides carpio,unknown,Animalia,Actinopterygii,Cypriniformes,Catostomidae,Carpiodes carpio,NA,Chordata,NA,NA,NA,NA,aquatic
cariodaphnia sp,unknown,Animalia,Branchiopoda,Cladocera,Daphniidae,Ceriodaphnia sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
caridinia,unknown,Animalia,Malacostraca,Decapoda,Atyidae,Caridina sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
caridina,unknown,Animalia,Malacostraca,Decapoda,Atyidae,Caridina sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cardiocladius,unknown,Animalia,Insecta,Diptera,Chironomidae,Cardiocladius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
carabini,unknown,Animalia,Insecta,Coleoptera,Carabidae,Carabini sp.,NA,Arthropoda,NA,NA,NA,NA,terrestrial
carabidae,unknown,Animalia,Insecta,Coleoptera,Carabidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
capnia newt,larvae,Animalia,Insecta,Plecoptera,Capniidae,Capnia sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
capnia,unknown,Animalia,Insecta,Plecoptera,Capniidae,Capnia sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
canzbarus viril_is,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus virilis,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
canuella perplexa,unknown,Animalia,Hexanauplia,Canuelloida,Canuellidae,Canuella perplexa,NA,Arthropoda,NA,Copepoda,Crustacea,NA,aquatic
canthocamptus,unknown,Animalia,Hexanauplia,Harpacticoida,Canthocamptidae,Canthocamptus sp.,NA,Arthropoda,NA,Copepoda,Crustacea,NA,aquatic
cancer magister_45,unknown,Animalia,Malacostraca,Decapoda,Cancridae,Metacarcinus magister,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cancer magister_44,unknown,Animalia,Malacostraca,Decapoda,Cancridae,Metacarcinus magister,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
camptocercus rectirostris,unknown,Animalia,Branchiopoda,Cladocera,Chydoridae,Camptocercus rectirostris,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
campsurinae fragments_nymphs,larvae,Animalia,Insecta,Ephemeroptera,Polymitarcyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
campostoma anomalurn_pullum,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma anomalum,NA,Chordata,NA,NA,NA,NA,aquatic
campopleginae,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
camberus,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cambarus remains,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cambarus propinquus,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus propinquus,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cambarus propinguus,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus propinquus,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cambarus prop_inquus,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus propinquus,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cambarus pro_pinquus,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus propinquus,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cambarus bartonii,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus bartonii,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cambarus barb_nil,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus bartonii,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cambarus,unknown,Metazoa,Malacostraca,Decapoda,Cambaridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cambartis virilis,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus virilus,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
Cambaridae,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cambaridae,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cambaras bartonii,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus bartonii,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
calothrix_sp,unknown,Bacteria,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix sp.,NA,NA,NA,NA,NA,NA,aquatic
calothrix,unknown,Bacteria,Cyanophyceae,Nostocales,Calotrichaceae,NA,NA,NA,NA,NA,NA,NA,aquatic
callinectes_sapidus,unknown,Metazoa,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,NA,Arthropoda,NA,NA,NA,NA,aquatic
callinectes,unknown,Animalia,Malacostraca,Decapoda,Portunidae,Callinectes sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
callichthyidae,unknown,Metazoa,Actinopterygii,Siluriformes,Callichthyidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
callichthydae,unknown,Animalia,Actinopterygii,Siluriformes,Callichthyidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
calichthys_cafichthys,unknown,Animalia,Actinopterygii,Siluriformes,Callichthyidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
calanoida fragments,unknown,Animalia,Calanoida,Calanoida,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
Calanoida,unknown,Animalia,Hexanauplia,Calanoida,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
calanoida,unknown,Animalia,Calanoida,Calanoida,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
calanoid,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
caenidae nymphs,larvae,Animalia,Insecta,Ephemeroptera,Caenidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
caenidae newt,larvae,Animalia,Insecta,Ephemeroptera,Caenidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Caenidae,unknown,Metazoa,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
caenidae,unknown,Animalia,Insecta,Ephemeroptera,Caenidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
caelifara,unknown,Animalia,Insecta,Orthoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
caddisfly pupae,pupae,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
caddisfly larvae,larvae,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
caddisfly adult,adults,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
caddisfly,unknown,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
caddisflies,unknown,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
caddisfles,unknown,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
caddis larvae,larvae,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
c1adocera,unknown,Animalia,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
c mossambicensis,unknown,Animalia,Gastropoda,Littorinimorpha,Barleeiidae,Caelatura mossambicensis,NA,Mollusca,NA,NA,NA,NA,aquatic
c cornutus,unknown,Animalia,Insecta,Megaloptera,Corydalidae,Corydalus cornutus,NA,Arthropoda,NA,NA,NA,NA,aquatic
c africana,unknown,Animalia,Bivalvia,Venerida,Cyrenidae,Corbicula africana,NA,Mollusca,NA,NA,NA,NA,aquatic
bythinidae,unknown,Metazoa,Insecta,Littorinimorpha,Bythiniidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
buprestidae,unknown,Animalia,Insecta,Coleoptera,Buprestidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
bulinus,unknown,Animalia,Gastropoda,NA,Bulinidae,Bulinus sp.,NA,Mollusca,NA,NA,NA,NA,aquatic
bulbochaete,unknown,Plantae,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete,NA,Chlorophyta,NA,NA,NA,NA,aquatic
bulbochaeta,unknown,Fungi,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,NA,Ascomycota,NA,NA,NA,NA,terrestrial
btyconamericus_stramineus,unknown,Metazoa,Actinopterygii,Characiformes,Characidae,Bryconamericus stramineus,NA,Chordata,NA,NA,NA,NA,aquatic
bryzoa,unknown,Animalia,NA,NA,NA,NA,NA,Bryozoa,NA,NA,NA,NA,aquatic or terrestrial
bryozoa_statoblasts,unknown,Metazoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
bryozoa,unknown,Animalia,NA,NA,NA,NA,NA,Bryozoa,NA,NA,NA,NA,aquatic or terrestrial
bryophyta,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
brycinus lateralis,unknown,Animalia,Actinopterygii,Characiformes,Alestidae,Brycinus lateralis,NA,Chordata,NA,NA,NA,NA,aquatic
brundiniella sp_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Brundiniella sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
Branchiura,unknown,Metazoa,Insecta,Megaloptera,Corydalidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
branchiopoda,unknown,Animalia,Branchiopoda,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
branchionus sp,unknown,Animalia,Monogononta,Plioma,Brachionidae,Brachionus sp.,NA,Rotifera,NA,NA,NA,NA,aquatic
branched_filamentous_algae_50_<U+00B5>m_400_m,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
branched_filamentous_algae_40_<U+00B5>m_250_m,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
branched_filamentous_algae_150_<U+00B5>m_200_m,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
brachyura sp_crabs,unknown,Animalia,Malacostraca,Decapoda,Pleocyemata,Brachyura sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
brachyptera,unknown,Animalia,Insecta,Brachyptera,Nemouridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
brachycera,unknown,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
brachycentrus americanus_larvae,larvae,Animalia,Insecta,Trichoptera,Brachycentridae,Brachycentrus americanus,NA,Arthropoda,NA,NA,NA,NA,aquatic
