"","fish_genus_species","predator_min_length","predator_max_length","predator_average_length","length_type","length_units","sample_size","start_year","start_month","start_day","end_year","end_month","end_day","habitat","measurement_type","measurement_units","author","year","journal","site_name","sampling_interval","citation","figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","lon","lat"
"172","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","sunfishes","46.3","unknown","-84.8202942","30.7754334"
"173","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","sunfishes","66.7","unknown","-84.8202942","30.7754334"
"174","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","sunfishes","57.1","unknown","-84.8202942","30.7754334"
"175","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","sunfishes","51.1","unknown","-84.8202942","30.7754334"
"176","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","sunfishes","75.4","unknown","-84.8202942","30.7754334"
"177","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","sunfishes","50.4","unknown","-84.8202942","30.7754334"
"178","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","sunfishes","43.7","unknown","-84.8202942","30.7754334"
"179","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","largemouth_bass","1.3","unknown","-84.8202942","30.7754334"
"180","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","largemouth_bass","0","unknown","-84.8202942","30.7754334"
"181","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","largemouth_bass","2.4","unknown","-84.8202942","30.7754334"
"182","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","largemouth_bass","4.1","unknown","-84.8202942","30.7754334"
"183","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","largemouth_bass","2.8","unknown","-84.8202942","30.7754334"
"184","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","largemouth_bass","3.2","unknown","-84.8202942","30.7754334"
"185","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","largemouth_bass","1","unknown","-84.8202942","30.7754334"
"186","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","largemouth_bass","0","unknown","-84.8202942","30.7754334"
"187","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","chain_pickerel","0","unknown","-84.8202942","30.7754334"
"188","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","chain_pickerel","<0.1","unknown","-84.8202942","30.7754334"
"189","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","chain_pickerel","0","unknown","-84.8202942","30.7754334"
"190","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","chain_pickerel","2.1","unknown","-84.8202942","30.7754334"
"191","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","chain_pickerel","0.9","unknown","-84.8202942","30.7754334"
"192","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","chain_pickerel","0","unknown","-84.8202942","30.7754334"
"193","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","chain_pickerel","-","unknown","-84.8202942","30.7754334"
"194","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","chain_pickerel","-","unknown","-84.8202942","30.7754334"
"195","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shad","3","unknown","-84.8202942","30.7754334"
"196","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shad","3","unknown","-84.8202942","30.7754334"
"197","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shad","2.8","unknown","-84.8202942","30.7754334"
"198","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Chatahoochee Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl4","20200115_sammons4_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shad","4.9","unknown","-84.8202942","30.7754334"
